timestamp_s,full_change,title_change,header_change,counter_change,hash_change,candidate_score
1.0,1.5080182436122413e-08,9.75099325728479e-08,0.0,0.0,0.0,2.4377483143211975e-06
2.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.00019515040912665427,0.00018098752480000257,0.0005104800220578909,0.00014810146240051836,0.0,0.018512682800064795
9.0,1.791244130799896e-06,7.154969352995977e-06,1.3635200275530224e-06,0.0,0.0,0.00017887423382489942
10.0,0.032824739813804626,0.00923643447458744,0.0,0.00042121869046241045,0.2690972222222222,2.735394984483719
11.0,1.0645085239957552e-05,3.881666543747997e-06,0.0,0.0,0.0,0.0008870904366631294
12.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0001674089435255155,3.1893137929728255e-05,7.185251433838857e-07,4.8044857976492494e-05,0.0,0.013950745293792957
19.0,6.788860105189087e-07,6.227006110748334e-07,7.185251433838857e-07,0.0,0.0,5.657383420990906e-05
20.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,6.788860105189087e-07,6.227006110748334e-07,7.185251433838857e-07,0.0,0.0,5.657383420990906e-05
44.0,6.788860105189087e-07,6.227006110748334e-07,7.185251433838857e-07,0.0,0.0,5.657383420990906e-05
45.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,6.788860105189087e-07,6.227006110748334e-07,7.185251433838857e-07,0.0,0.0,5.657383420990906e-05
69.0,6.788860105189087e-07,6.227006110748334e-07,7.185251433838857e-07,0.0,0.0,5.657383420990906e-05
70.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,0.0,0.0,0.0,0.0,0.0,0.0
76.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0
81.0,0.0,0.0,0.0,0.0,0.0,0.0
82.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,0.000481668597785756,0.0,0.0,0.0,0.013888888888888888,0.09259259259259259
86.0,0.0006206305115483701,0.0,1.7053667988875532e-06,0.0,0.012152777777777778,0.08101851851851852
87.0,0.000584507710300386,0.0,0.0,0.0,0.005208333333333333,0.0487089758583655
88.0,6.774233952455688e-06,0.0,0.0,0.0,0.0,0.000564519496037974
89.0,0.00029561540577560663,0.0,0.0,0.0,0.006944444444444444,0.046296296296296294
90.0,3.4041523377936755e-08,0.0,0.0,0.0,0.0,2.836793614828063e-06
91.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,0.0001408802781952545,0.0,0.0,0.0,0.005208333333333333,0.034722222222222224
93.0,0.000768844794947654,6.227006110748334e-07,2.4238920559582766e-06,0.0,0.015625,0.10416666666666667
94.0,0.0006386996246874332,6.227006110748334e-07,7.185251433838857e-07,0.0,0.008680555555555556,0.05787037037037038
95.0,0.0003833570808637887,0.0,0.0,0.0,0.006944444444444444,0.046296296296296294
96.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,0.0,0.0,0.0,0.0,0.0,0.0
98.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0,1.2050668374286033e-05,0.0,0.0,0.0,0.0,0.0010042223645238362
103.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0,0.0,0.0,0.0
106.0,6.7572141233540606e-06,0.0,0.0,0.0,0.0,0.0005631011769461717
107.0,0.00017073458002414554,0.0,0.0,0.0,0.001736111111111111,0.014227881668678794
108.0,0.00011810660362243652,0.0,0.0,0.0,0.001736111111111111,0.011574074074074073
109.0,0.000325367582263425,0.0,0.0,0.0,0.001736111111111111,0.02711396518861875
110.0,9.310334462497849e-06,0.0,0.0,0.0,0.0,0.000775861205208154
111.0,0.00014341635687742382,0.0,0.0,0.0,0.008680555555555556,0.05787037037037038
112.0,0.0003169253177475184,0.0,0.0,0.0,0.010416666666666666,0.06944444444444445
113.0,0.0008811953593976796,0.0,0.0,0.0,0.017361111111111112,0.11574074074074076
114.0,0.00017941514670383185,0.0,0.0,0.0,0.001736111111111111,0.01495126222531932
115.0,0.0007923368830233812,1.2568764304887736e-06,6.351215688482625e-06,0.0,0.010416666666666666,0.06944444444444445
116.0,0.00046020554145798087,0.0,0.0,0.0,0.001736111111111111,0.03835046178816507
117.0,5.276414867694257e-06,0.0,0.0,0.0,0.0,0.0004397012389745214
118.0,2.4365726858377457e-05,2.3632626380276633e-06,3.715429556905292e-05,0.0,0.0,0.0020304772381981215
119.0,2.8880234822281636e-05,6.227006110748334e-07,6.817624580435222e-07,0.0,0.003472222222222222,0.023148148148148147
120.0,2.6994819563697092e-05,0.0,0.0,0.0,0.001736111111111111,0.011574074074074073
121.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,0.0,0.0,0.0,0.0,0.0,0.0
124.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,0.0,0.0,0.0,0.0,0.0,0.0
126.0,0.0,0.0,0.0,0.0,0.0,0.0
127.0,2.134397618647199e-06,4.861110483034281e-07,3.0121314921416342e-05,0.0,0.0,0.00017786646822059993
128.0,0.0,0.0,0.0,0.0,0.0,0.0
129.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,0.0,0.0,0.0,0.0,0.0,0.0
131.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,0.0,0.0,0.0,0.0,0.0,0.0
133.0,0.0,0.0,0.0,0.0,0.0,0.0
134.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,0.007239429745823145,0.0,0.0,0.0,0.125,0.8333333333333334
136.0,0.0,0.0,0.0,0.0,0.0,0.0
137.0,0.0,0.0,0.0,0.0,0.0,0.0
138.0,0.0,0.0,0.0,0.0,0.0,0.0
139.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,0.0,0.0,0.0,0.0,0.0,0.0
141.0,0.0,0.0,0.0,0.0,0.0,0.0
142.0,0.0,0.0,0.0,0.0,0.0,0.0
143.0,1.3779416576653603e-06,6.227006110748334e-07,7.185251433838857e-07,0.0,0.0,0.00011482847147211335
144.0,6.788860105189087e-07,6.227006110748334e-07,7.185251433838857e-07,0.0,0.0,5.657383420990906e-05
145.0,0.033065345138311386,0.002267018426209688,0.0,0.00039515114622190595,0.1996527777777778,2.7554454281926155
146.0,0.0,0.0,0.0,0.0,0.0,0.0
147.0,0.0,0.0,0.0,0.0,0.0,0.0
148.0,0.0,0.0,0.0,0.0,0.0,0.0
149.0,0.0,0.0,0.0,0.0,0.0,0.0
150.0,0.0,0.0,0.0,0.0,0.0,0.0
151.0,0.0,0.0,0.0,0.0,0.0,0.0
152.0,0.0,0.0,0.0,0.0,0.0,0.0
153.0,0.0,0.0,0.0,0.0,0.0,0.0
154.0,0.0,0.0,0.0,0.0,0.0,0.0
155.0,0.0,0.0,0.0,0.0,0.0,0.0
156.0,0.0,0.0,0.0,0.0,0.0,0.0
157.0,0.0,0.0,0.0,0.0,0.0,0.0
158.0,0.0,0.0,0.0,0.0,0.0,0.0
159.0,0.0,0.0,0.0,0.0,0.0,0.0
160.0,0.0,0.0,0.0,0.0,0.0,0.0
161.0,5.636237006001465e-07,3.1762323260409175e-07,3.960277581427363e-07,0.0,0.0,4.696864171667888e-05
162.0,5.636237006001465e-07,3.1762323260409175e-07,3.960277581427363e-07,0.0,0.0,4.696864171667888e-05
163.0,0.0,0.0,0.0,0.0,0.0,0.0
164.0,0.0,0.0,0.0,0.0,0.0,0.0
165.0,0.00015092248213477433,0.0,0.0,0.0,0.003472222222222222,0.023148148148148147
166.0,9.570735710440204e-05,0.0,0.0,0.0,0.0,0.007975613092033504
167.0,0.0,0.0,0.0,0.0,0.0,0.0
168.0,0.0,0.0,0.0,0.0,0.0,0.0
169.0,9.415848035132512e-05,0.0,0.0,0.0,0.003472222222222222,0.023148148148148147
170.0,0.00011431096936576068,0.0,0.0,0.0,0.0,0.009525914113813391
171.0,0.0,0.0,0.0,0.0,0.0,0.0
172.0,0.0,0.0,0.0,0.0,0.0,0.0
173.0,0.0,0.0,0.0,0.0,0.0,0.0
174.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,0.0,0.0,0.0,0.0,0.0,0.0
176.0,0.00015846267342567444,0.0,0.0,0.0,0.0,0.01320522278547287
177.0,6.53764873277396e-05,0.0,0.0,0.0,0.0,0.005448040610644966
178.0,3.506263965391554e-06,0.0,0.0,0.0,0.0,0.0002921886637826295
179.0,0.0,0.0,0.0,0.0,0.0,0.0
180.0,0.0,0.0,0.0,0.0,0.0,0.0
181.0,0.0,0.0,0.0,0.0,0.0,0.0
182.0,0.0,0.0,0.0,0.0,0.0,0.0
183.0,6.488287908723578e-05,0.0,0.0,0.0,0.0,0.005406906590602982
184.0,0.00033035464002750814,0.0,0.0,0.0,0.005208333333333333,0.034722222222222224
185.0,0.0,0.0,0.0,0.0,0.0,0.0
186.0,6.418747489078669e-06,3.1762323260409175e-07,3.960277581427363e-07,0.0,0.0,0.0005348956240898891
187.0,5.636237006001465e-07,3.1762323260409175e-07,3.960277581427363e-07,0.0,0.0,4.696864171667888e-05
188.0,0.0,0.0,0.0,0.0,0.0,0.0
189.0,0.0,0.0,0.0,0.0,0.0,0.0
190.0,0.0,0.0,0.0,0.0,0.0,0.0
191.0,0.0,0.0,0.0,0.0,0.0,0.0
192.0,0.0,0.0,0.0,0.0,0.0,0.0
193.0,0.0,0.0,0.0,0.0,0.0,0.0
194.0,0.0,0.0,0.0,0.0,0.0,0.0
195.0,0.0010651209158822894,0.0,0.0,0.0,0.012152777777777778,0.08876007632352412
196.0,0.0,0.0,0.0,0.0,0.0,0.0
197.0,0.0,0.0,0.0,0.0,0.0,0.0
198.0,0.0,0.0,0.0,0.0,0.0,0.0
199.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,0.0,0.0,0.0,0.0,0.0,0.0
201.0,2.1650321286870167e-05,0.0,0.0,0.0,0.0,0.0018041934405725137
202.0,0.0005371050210669637,0.0,0.0,0.0,0.0,0.044758751755580306
203.0,0.0001490161957917735,0.0,0.0,0.0,0.0,0.012418016315981125
204.0,0.0,0.0,0.0,0.0,0.0,0.0
205.0,0.0,0.0,0.0,0.0,0.0,0.0
206.0,0.00020346537348814309,0.0,0.0,0.0,0.0,0.01695544779067859
207.0,0.00012443828745745122,0.0,0.0,0.0,0.0,0.010369857288120935
208.0,0.0,0.0,0.0,0.0,0.0,0.0
209.0,0.0,0.0,0.0,0.0,0.0,0.0
210.0,0.0,0.0,0.0,0.0,0.0,0.0
211.0,0.00103174545802176,3.1762323260409175e-07,3.960277581427363e-07,0.0,0.0,0.08597878816848
212.0,5.636237006001465e-07,3.1762323260409175e-07,3.960277581427363e-07,0.0,0.0,4.696864171667888e-05
213.0,0.0,0.0,0.0,0.0,0.0,0.0
214.0,5.320669151842594e-05,0.0,0.0,0.0,0.0,0.004433890959868829
215.0,0.00014367168478202075,0.0,0.0,0.0,0.0,0.01197264039850173
216.0,0.00015158629685174674,0.0,0.0,0.0,0.0,0.012632191404312229
217.0,2.2433277990785427e-05,0.0,0.0,0.0,0.0,0.0018694398325654522
218.0,0.00013842929911334068,0.0,0.0,0.0,0.0,0.011535774926111722
219.0,0.0,0.0,0.0,0.0,0.0,0.0
220.0,7.046567134239012e-06,0.0,0.0,0.0,0.0,0.000587213927853251
221.0,0.0,0.0,0.0,0.0,0.0,0.0
222.0,0.0,0.0,0.0,0.0,0.0,0.0
223.0,0.0,0.0,0.0,0.0,0.0,0.0
224.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,0.0,0.0,0.0,0.0,0.0,0.0
226.0,0.0,0.0,0.0,0.0,0.0,0.0
227.0,0.0,0.0,0.0,0.0,0.0,0.0
228.0,0.0,0.0,0.0,0.0,0.0,0.0
229.0,0.0,0.0,0.0,0.0,0.0,0.0
230.0,0.0005095996311865747,0.0,0.0,0.0,0.0,0.04246663593221456
